player,season,top10_home_games_played,top10_home_points_avg,top10_home_rebounds_avg,top10_home_assists_avg,top10_home_steals_avg,top10_home_blocks_avg,top10_home_turnovers_avg,top10_away_games_played,top10_away_points_avg,top10_away_rebounds_avg,top10_away_assists_avg,top10_away_steals_avg,top10_away_blocks_avg,top10_away_turnovers_avg,mid_home_games_played,mid_home_points_avg,mid_home_rebounds_avg,mid_home_assists_avg,mid_home_steals_avg,mid_home_blocks_avg,mid_home_turnovers_avg,mid_away_games_played,mid_away_points_avg,mid_away_rebounds_avg,mid_away_assists_avg,mid_away_steals_avg,mid_away_blocks_avg,mid_away_turnovers_avg,bottom10_home_games_played,bottom10_home_points_avg,bottom10_home_rebounds_avg,bottom10_home_assists_avg,bottom10_home_steals_avg,bottom10_home_blocks_avg,bottom10_home_turnovers_avg,bottom10_away_games_played,bottom10_away_points_avg,bottom10_away_rebounds_avg,bottom10_away_assists_avg,bottom10_away_steals_avg,bottom10_away_blocks_avg,bottom10_away_turnovers_avg
Precious Achiuwa,2023-24,16.0,8.31,6.56,1.19,0.62,1.25,0.0,13.0,5.08,4.54,1.0,0.62,0.69,0.0,15.0,9.73,7.6,1.67,0.73,1.4,0.0,10.0,9.9,7.6,2.2,0.5,0.4,0.0,13.0,7.0,7.0,1.0,0.62,0.69,0.0,7.0,4.29,6.0,0.71,0.57,0.71,0.0
Bam Adebayo,2023-24,11.0,20.73,10.91,4.09,1.09,1.64,0.0,9.0,22.44,10.44,4.0,1.11,0.89,0.0,12.0,16.17,8.42,3.67,0.83,0.33,0.0,14.0,19.71,10.71,4.36,1.43,0.43,0.0,13.0,18.85,10.46,4.0,1.08,1.23,0.0,12.0,18.5,11.33,3.33,1.25,1.17,0.0
Ochai Agbaji,2023-24,7.0,2.71,1.71,0.57,0.14,0.43,0.0,13.0,6.08,3.69,1.62,0.69,0.54,0.0,15.0,4.8,2.73,0.8,0.27,0.6,0.0,10.0,8.5,2.8,0.7,0.5,0.4,0.0,16.0,6.56,3.0,1.31,1.12,0.62,0.0,17.0,5.59,2.29,1.06,0.59,0.65,0.0
Santi Aldama,2023-24,10.0,11.8,6.6,2.8,0.7,0.9,0.0,5.0,14.6,6.4,3.0,1.4,2.2,0.0,9.0,10.67,5.0,2.11,0.78,0.56,0.0,10.0,10.5,6.1,2.7,0.8,0.6,0.0,11.0,11.36,5.73,1.82,0.55,0.55,0.0,16.0,8.56,5.31,1.81,0.5,1.06,0.0
Nickeil Alexander-Walker,2023-24,12.0,7.67,2.08,2.92,0.75,1.25,0.0,13.0,8.31,2.15,2.31,0.77,0.54,0.0,13.0,8.38,1.08,1.92,0.85,0.38,0.0,12.0,7.33,1.5,1.92,0.5,0.25,0.0,16.0,6.25,2.62,2.44,0.94,0.25,0.0,16.0,9.88,2.5,3.25,0.81,0.5,0.0
Grayson Allen,2023-24,12.0,15.58,4.25,3.92,0.92,0.67,0.0,13.0,13.77,3.31,2.54,0.85,0.31,0.0,12.0,16.58,3.58,3.25,1.25,0.75,0.0,11.0,13.0,3.82,2.55,0.64,0.55,0.0,13.0,10.92,4.0,2.85,1.15,0.85,0.0,14.0,11.71,4.57,3.07,0.71,0.5,0.0
Jarrett Allen,2023-24,12.0,19.0,11.0,3.33,0.42,0.83,0.0,13.0,16.38,9.15,2.92,0.46,0.77,0.0,14.0,17.07,10.29,2.57,0.93,0.71,0.0,14.0,16.0,11.5,2.79,0.93,1.0,0.0,12.0,15.08,11.08,2.75,0.92,1.83,0.0,12.0,15.5,10.17,2.0,0.42,1.25,0.0
Jose Alvarado,2023-24,8.0,5.12,2.0,1.0,0.5,0.25,0.0,10.0,7.9,2.6,2.4,0.9,0.2,0.0,7.0,6.86,1.29,1.86,1.14,0.14,0.0,10.0,7.5,3.1,2.6,1.0,0.3,0.0,10.0,7.5,2.0,2.5,1.5,0.5,0.0,11.0,7.18,2.36,1.91,1.18,0.18,0.0
Kyle Anderson,2023-24,11.0,8.27,3.55,4.55,1.09,0.64,0.0,13.0,7.23,4.0,4.38,0.69,0.77,0.0,12.0,5.67,2.92,4.25,0.5,0.58,0.0,12.0,6.25,3.42,4.25,1.0,0.25,0.0,16.0,6.38,3.25,3.88,0.94,0.88,0.0,15.0,5.07,3.6,4.0,1.13,0.4,0.0
Giannis Antetokounmpo,2023-24,13.0,26.08,10.54,6.77,0.85,1.38,0.0,9.0,30.11,10.44,7.11,0.89,0.56,0.0,15.0,32.27,11.67,5.87,1.33,1.0,0.0,14.0,32.21,10.5,6.43,1.71,1.07,0.0,10.0,24.8,13.4,6.3,1.1,1.4,0.0,12.0,35.75,12.83,6.92,1.08,1.0,0.0
Cole Anthony,2023-24,14.0,10.79,3.86,2.79,0.71,0.36,0.0,14.0,12.14,3.86,3.21,1.07,0.43,0.0,14.0,13.43,4.64,3.71,0.57,0.64,0.0,13.0,11.31,3.38,3.38,0.85,0.62,0.0,13.0,10.77,3.62,2.0,0.69,0.38,0.0,13.0,10.85,3.62,2.31,0.85,0.31,0.0
OG Anunoby,2023-24,9.0,18.11,3.56,2.78,1.89,0.44,0.0,9.0,11.56,3.89,1.89,1.22,1.0,0.0,9.0,13.56,4.67,2.89,1.0,0.67,0.0,10.0,14.9,3.7,2.0,0.8,0.9,0.0,7.0,14.86,4.0,0.86,2.0,0.86,0.0,6.0,15.17,5.67,2.17,1.5,0.33,0.0
Deni Avdija,2023-24,12.0,13.33,7.58,4.0,0.5,0.58,0.0,14.0,12.07,6.0,3.29,0.71,0.29,0.0,15.0,14.73,7.6,3.67,1.13,0.47,0.0,14.0,15.64,6.36,4.07,0.71,0.5,0.0,10.0,16.7,7.1,4.0,0.7,0.6,0.0,10.0,16.6,9.1,4.0,1.0,0.5,0.0
Deandre Ayton,2023-24,13.0,14.85,9.92,1.31,1.23,0.62,0.0,10.0,15.1,8.9,2.0,1.0,0.7,0.0,9.0,20.33,13.67,1.11,0.67,0.89,0.0,7.0,17.57,14.43,1.71,0.71,0.71,0.0,7.0,17.29,11.43,2.0,1.0,0.71,0.0,9.0,16.56,9.67,1.89,1.33,1.0,0.0
Marvin Bagley III,2023-24,13.0,11.38,6.23,0.69,0.46,0.38,0.0,6.0,9.0,6.0,2.17,0.83,0.83,0.0,4.0,13.25,8.25,0.75,0.0,0.75,0.0,11.0,12.0,5.64,1.09,0.27,0.82,0.0,7.0,12.86,6.14,1.14,0.29,0.71,0.0,9.0,11.78,6.33,1.11,0.44,0.67,0.0
Patrick Baldwin Jr.,2023-24,6.0,1.83,2.33,1.0,0.17,0.33,0.0,7.0,7.14,3.57,0.71,0.71,0.14,0.0,7.0,4.43,3.29,0.57,0.29,0.71,0.0,6.0,5.33,5.0,1.17,0.83,0.67,0.0,9.0,4.56,2.0,0.67,0.33,0.11,0.0,3.0,1.0,4.33,0.33,0.67,0.67,0.0
LaMelo Ball,2023-24,3.0,33.67,6.67,8.0,2.0,0.33,0.0,2.0,19.5,8.0,9.0,3.0,0.0,0.0,2.0,24.5,5.5,9.5,1.0,0.0,0.0,4.0,20.0,5.0,8.0,1.0,0.5,0.0,6.0,23.17,4.5,8.83,1.83,0.17,0.0,5.0,23.6,3.8,6.0,2.2,0.0,0.0
Mo Bamba,2023-24,8.0,2.12,2.88,1.38,0.38,0.75,0.0,8.0,9.12,6.12,1.0,0.38,1.0,0.0,12.0,3.17,4.42,0.5,0.58,1.17,0.0,10.0,4.8,4.4,0.9,0.3,0.8,0.0,10.0,3.1,3.6,0.2,0.0,1.0,0.0,9.0,5.11,3.67,0.56,0.67,1.56,0.0
Paolo Banchero,2023-24,14.0,19.57,7.79,5.14,0.64,0.79,0.0,14.0,25.43,7.71,5.36,1.14,0.64,0.0,14.0,24.0,6.5,4.93,1.0,0.43,0.0,13.0,24.77,6.54,4.23,1.15,0.77,0.0,12.0,20.42,6.08,6.67,0.58,0.25,0.0,13.0,20.85,6.77,6.15,0.77,0.62,0.0
Desmond Bane,2023-24,7.0,20.43,3.57,5.14,1.14,0.71,0.0,4.0,16.25,2.0,2.25,0.75,0.25,0.0,6.0,23.83,4.5,5.83,1.0,0.0,0.0,6.0,28.0,5.83,5.0,1.17,0.67,0.0,6.0,22.83,5.5,7.17,1.0,0.33,0.0,13.0,26.23,4.38,5.92,1.0,0.77,0.0
Dalano Banton,2023-24,9.0,7.22,2.22,1.78,0.33,0.22,0.0,8.0,11.62,4.38,2.88,0.88,0.38,0.0,14.0,8.5,2.5,1.5,0.5,0.14,0.0,10.0,9.9,2.5,2.6,1.3,0.4,0.0,8.0,12.25,4.12,2.5,0.25,0.62,0.0,5.0,16.6,6.0,4.2,0.2,0.8,0.0
Dominick Barlow,2023-24,6.0,5.17,3.33,1.17,0.5,0.67,0.0,6.0,6.0,5.0,1.33,0.33,0.33,0.0,6.0,3.5,3.33,1.5,0.67,0.83,0.0,6.0,4.33,2.17,0.5,0.33,0.17,0.0,4.0,2.0,2.5,1.25,0.0,0.0,0.0,5.0,4.4,4.0,0.8,0.2,0.4,0.0
Harrison Barnes,2023-24,13.0,11.62,3.62,1.38,0.46,0.08,0.0,14.0,16.21,3.07,1.07,0.64,0.21,0.0,11.0,12.55,3.45,1.73,0.82,0.0,0.0,11.0,11.09,2.45,1.27,0.73,0.09,0.0,17.0,12.0,2.94,1.24,0.71,0.29,0.0,16.0,9.88,2.75,0.75,0.62,0.12,0.0
Scottie Barnes,2023-24,14.0,20.36,9.07,5.79,0.79,1.57,0.0,8.0,17.0,5.62,5.12,0.75,1.62,0.0,9.0,24.0,9.44,6.22,1.67,1.56,0.0,14.0,18.43,7.57,7.21,1.29,1.43,0.0,7.0,16.71,9.43,5.57,1.86,1.14,0.0,8.0,22.38,8.12,5.62,1.5,1.38,0.0
RJ Barrett,2023-24,10.0,21.1,6.7,1.9,0.3,0.2,0.0,11.0,20.64,6.55,2.91,0.64,0.36,0.0,10.0,22.7,5.2,3.8,0.9,0.3,0.0,10.0,19.8,4.6,3.7,0.4,0.3,0.0,9.0,17.67,4.44,4.33,0.33,0.44,0.0,8.0,18.5,4.75,3.5,0.62,0.75,0.0
Charles Bassey,2023-24,3.0,1.67,4.0,1.0,0.33,0.67,0.0,2.0,4.5,3.0,2.0,0.0,1.0,0.0,6.0,1.33,3.5,0.83,0.17,1.0,0.0,3.0,7.33,4.0,1.0,1.67,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.75,5.5,1.5,0.25,1.0,0.0
Emoni Bates,2023-24,3.0,1.0,0.67,0.33,0.33,0.0,0.0,2.0,4.5,0.0,0.5,0.0,0.0,0.0,4.0,4.0,2.25,1.0,0.0,0.25,0.0,2.0,1.5,0.5,1.5,0.0,0.5,0.0,3.0,3.33,0.33,0.33,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Nicolas Batum,2023-24,8.0,4.75,3.88,1.38,1.0,0.88,0.0,8.0,4.88,3.62,2.38,0.5,0.75,0.0,11.0,6.36,4.55,2.18,0.55,0.82,0.0,11.0,6.0,4.27,2.0,0.91,0.55,0.0,11.0,4.36,4.0,2.55,1.36,0.55,0.0,11.0,5.36,4.27,2.18,0.45,0.36,0.0
Bradley Beal,2023-24,9.0,17.44,5.0,5.22,1.22,0.33,0.0,8.0,21.25,4.88,6.0,1.62,0.5,0.0,11.0,15.45,3.09,4.27,0.64,0.91,0.0,9.0,16.0,5.22,5.22,0.78,0.44,0.0,7.0,20.71,3.71,3.57,0.57,0.57,0.0,9.0,19.78,4.56,5.67,1.11,0.22,0.0
Malik Beasley,2023-24,12.0,9.08,3.33,1.42,1.0,0.08,0.0,11.0,10.27,3.82,1.27,0.82,0.36,0.0,18.0,10.89,3.78,1.78,0.78,0.06,0.0,16.0,12.69,3.25,1.25,0.62,0.0,0.0,9.0,12.22,5.0,1.22,1.0,0.22,0.0,13.0,12.15,3.31,1.08,0.38,0.08,0.0
MarJon Beauchamp,2023-24,6.0,3.33,1.67,0.5,0.5,0.17,0.0,7.0,1.43,1.57,0.43,0.14,0.0,0.0,11.0,6.09,2.64,0.73,0.18,0.27,0.0,11.0,4.36,1.82,0.36,0.27,0.0,0.0,8.0,4.0,1.75,0.62,0.25,0.12,0.0,5.0,6.8,3.0,1.6,0.4,0.4,0.0
Saddiq Bey,2023-24,9.0,13.33,7.0,1.0,0.56,0.33,0.0,12.0,13.83,7.67,1.5,0.83,0.08,0.0,12.0,14.42,5.75,2.0,0.5,0.08,0.0,10.0,12.1,6.7,1.5,1.1,0.2,0.0,11.0,14.73,5.64,1.27,1.09,0.18,0.0,9.0,13.44,6.44,1.33,0.78,0.22,0.0
Goga Bitadze,2023-24,11.0,4.09,5.09,1.27,0.45,1.36,0.0,8.0,5.88,5.5,1.0,0.75,0.88,0.0,11.0,6.36,4.82,1.27,0.55,1.27,0.0,11.0,4.36,5.18,1.73,0.64,1.45,0.0,12.0,4.33,2.92,1.08,0.25,1.08,0.0,9.0,5.44,4.56,1.22,0.56,0.78,0.0
Bismack Biyombo,2023-24,7.0,6.57,6.14,1.14,0.57,0.57,0.0,3.0,1.33,1.67,0.33,0.33,0.33,0.0,4.0,2.5,4.25,0.5,0.0,1.0,0.0,5.0,5.8,6.6,2.8,0.6,0.8,0.0,6.0,4.33,4.67,0.5,0.17,1.17,0.0,15.0,3.93,5.53,1.67,0.13,1.13,0.0
Anthony Black,2023-24,13.0,3.46,1.23,1.77,0.69,0.31,0.0,12.0,4.67,2.17,1.25,0.5,0.17,0.0,11.0,3.45,2.18,1.36,0.73,0.18,0.0,11.0,6.09,2.91,1.18,0.09,0.36,0.0,12.0,4.42,1.92,1.5,0.25,0.58,0.0,10.0,5.7,1.8,0.7,0.8,0.2,0.0
Bogdan Bogdanović,2023-24,14.0,19.36,3.43,3.5,1.29,0.21,0.0,13.0,17.31,3.85,2.38,1.0,0.54,0.0,14.0,18.43,3.21,3.57,1.21,0.29,0.0,14.0,15.64,3.71,3.43,1.57,0.21,0.0,12.0,15.67,3.0,3.0,1.17,0.33,0.0,12.0,14.33,3.42,2.75,1.0,0.42,0.0
Bol Bol,2023-24,9.0,6.0,3.22,0.33,0.33,1.0,0.0,7.0,4.14,2.86,0.43,0.0,0.29,0.0,7.0,4.86,2.57,0.57,0.43,0.14,0.0,4.0,1.25,1.0,0.0,0.0,0.25,0.0,7.0,6.71,4.29,0.43,0.0,0.71,0.0,9.0,6.0,4.0,0.44,0.44,0.78,0.0
Devin Booker,2023-24,10.0,26.9,4.5,8.3,1.3,0.2,0.0,11.0,26.27,5.27,7.64,0.82,0.55,0.0,12.0,24.33,3.83,7.0,1.08,0.17,0.0,12.0,30.83,4.33,5.92,0.67,0.67,0.0,10.0,24.2,4.6,7.0,0.8,0.3,0.0,13.0,29.15,4.69,6.15,0.77,0.54,0.0
Brandon Boston,2023-24,8.0,5.5,2.0,0.25,0.12,0.38,0.0,4.0,0.75,0.75,0.0,0.0,0.25,0.0,3.0,1.0,0.67,0.67,0.0,0.0,0.0,4.0,5.5,1.5,0.0,0.0,0.0,0.0,5.0,10.4,2.6,1.0,1.2,0.2,0.0,8.0,5.38,1.5,0.5,0.5,0.38,0.0
Chris Boucher,2023-24,12.0,4.42,4.42,0.25,0.25,0.25,0.0,7.0,6.86,4.71,0.57,0.29,0.29,0.0,8.0,7.0,3.5,0.5,0.5,0.75,0.0,11.0,6.82,3.18,0.18,0.09,0.36,0.0,5.0,5.4,4.2,0.8,0.2,1.0,0.0,7.0,9.0,5.29,0.86,0.43,0.57,0.0
Jamaree Bouyea,2023-24,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.33,3.33,2.33,0.0,0.0,0.0,3.0,2.67,2.0,1.33,0.33,0.0,0.0
Malaki Branham,2023-24,11.0,7.0,1.73,2.09,0.27,0.18,0.0,14.0,10.36,1.71,1.36,0.36,0.07,0.0,13.0,9.23,2.23,2.46,0.38,0.15,0.0,12.0,9.92,1.75,2.0,0.33,0.0,0.0,11.0,8.45,2.0,2.64,0.36,0.18,0.0,14.0,9.71,2.36,2.07,0.43,0.07,0.0
Christian Braun,2023-24,13.0,7.46,4.0,1.62,0.38,0.31,0.0,13.0,7.54,3.69,1.31,0.77,0.31,0.0,12.0,6.25,3.25,1.17,0.42,0.33,0.0,13.0,7.77,3.85,1.23,0.31,0.54,0.0,16.0,6.12,3.31,1.56,0.44,0.44,0.0,15.0,8.73,4.27,2.6,0.73,0.6,0.0
Mikal Bridges,2023-24,15.0,20.47,4.33,3.93,1.13,0.4,0.0,14.0,17.0,4.36,3.29,0.79,0.0,0.0,15.0,21.67,5.33,3.87,1.53,0.53,0.0,16.0,19.38,4.06,3.81,0.56,0.31,0.0,11.0,21.0,5.09,2.91,1.0,0.55,0.0,11.0,17.73,4.09,3.91,0.91,0.45,0.0
Miles Bridges,2023-24,13.0,19.46,8.08,3.62,1.0,0.54,0.0,13.0,19.31,7.23,3.08,0.92,0.15,0.0,14.0,23.29,7.29,4.36,1.14,0.79,0.0,11.0,20.73,6.18,2.82,1.09,0.82,0.0,8.0,25.12,7.75,2.75,0.75,0.25,0.0,10.0,19.0,7.4,3.0,0.6,0.2,0.0
Oshae Brissett,2023-24,6.0,3.33,3.5,0.83,0.83,0.17,0.0,6.0,4.5,2.0,0.67,0.17,0.0,0.0,12.0,3.08,2.67,0.58,0.25,0.08,0.0,11.0,4.09,3.55,0.73,0.18,0.09,0.0,12.0,3.33,2.42,0.83,0.42,0.25,0.0,8.0,4.0,3.38,1.25,0.38,0.25,0.0
Malcolm Brogdon,2023-24,7.0,16.71,4.29,7.14,1.0,0.14,0.0,8.0,13.62,4.5,6.62,1.25,0.5,0.0,5.0,18.4,5.4,4.2,0.8,0.2,0.0,7.0,11.57,2.0,3.29,0.14,0.0,0.0,5.0,18.6,3.6,5.4,0.8,0.0,0.0,7.0,17.29,3.29,5.71,0.14,0.29,0.0
Dillon Brooks,2023-24,11.0,12.36,3.45,1.73,1.0,0.0,0.0,13.0,13.62,4.0,1.23,1.08,0.0,0.0,12.0,14.25,3.83,1.58,0.92,0.08,0.0,10.0,15.3,2.0,1.6,0.9,0.4,0.0,12.0,10.25,3.42,2.0,0.58,0.08,0.0,14.0,11.07,3.5,1.79,0.86,0.29,0.0
Bruce Brown,2023-24,10.0,10.5,4.6,2.6,1.0,0.2,0.0,14.0,12.0,4.86,2.93,0.64,0.29,0.0,15.0,10.8,4.53,3.2,0.67,0.13,0.0,9.0,11.22,3.0,2.67,1.0,0.56,0.0,12.0,10.92,3.83,2.92,1.08,0.08,0.0,7.0,8.43,4.14,2.57,1.14,0.43,0.0
Jaylen Brown,2023-24,11.0,23.82,4.73,3.0,1.64,0.45,0.0,10.0,20.1,6.7,3.7,1.3,0.4,0.0,14.0,21.64,5.5,3.86,0.57,0.57,0.0,14.0,24.64,4.71,3.0,0.93,0.71,0.0,10.0,24.6,6.5,4.1,1.1,0.7,0.0,11.0,23.0,5.45,3.82,1.82,0.27,0.0
Kobe Brown,2023-24,11.0,3.0,2.0,0.91,0.45,0.0,0.0,5.0,0.2,1.4,0.6,0.0,0.2,0.0,8.0,2.75,1.5,0.38,0.25,0.25,0.0,5.0,2.0,0.8,0.2,0.0,0.0,0.0,9.0,2.33,1.56,0.78,0.56,0.33,0.0,6.0,0.33,0.5,0.17,0.0,0.0,0.0
Moses Brown,2023-24,3.0,2.0,1.33,0.0,0.0,0.67,0.0,3.0,3.0,1.33,0.67,0.0,0.33,0.0,3.0,3.0,6.67,0.67,0.33,0.33,0.0,5.0,6.0,4.8,0.4,0.6,0.4,0.0,5.0,3.6,5.2,0.0,0.2,0.0,0.0,3.0,1.0,2.67,0.33,0.0,0.33,0.0
Jalen Brunson,2023-24,14.0,25.86,3.43,7.14,0.79,0.21,0.0,15.0,26.47,3.33,5.73,0.8,0.13,0.0,11.0,28.09,3.45,6.36,1.18,0.0,0.0,14.0,30.14,3.64,6.93,0.86,0.21,0.0,12.0,30.08,3.67,8.17,0.92,0.17,0.0,11.0,32.82,4.27,6.18,1.0,0.27,0.0
Thomas Bryant,2023-24,5.0,6.0,3.8,1.0,0.2,0.0,0.0,7.0,6.57,5.14,0.57,0.57,0.57,0.0,6.0,6.5,4.67,0.5,0.0,0.33,0.0,6.0,3.0,1.5,0.67,0.0,0.17,0.0,7.0,9.0,4.86,0.57,0.57,1.0,0.0,7.0,3.0,2.14,0.43,0.14,0.29,0.0
Kobe Bufkin,2023-24,3.0,3.67,2.0,2.67,1.0,0.0,0.0,3.0,3.67,2.67,1.0,0.0,0.0,0.0,2.0,6.5,1.5,2.0,0.5,1.0,0.0,4.0,4.0,1.5,1.0,0.25,0.25,0.0,3.0,5.0,1.67,0.67,0.67,0.67,0.0,2.0,7.5,2.5,3.0,0.0,0.0,0.0
Alec Burks,2023-24,11.0,7.91,2.45,1.45,0.45,0.09,0.0,14.0,10.07,2.79,1.14,0.36,0.21,0.0,12.0,12.0,1.33,1.0,0.67,0.17,0.0,11.0,11.91,3.0,1.36,0.27,0.18,0.0,12.0,8.75,2.17,1.17,0.42,0.25,0.0,6.0,13.5,1.5,2.5,0.33,0.17,0.0
Jared Butler,2023-24,8.0,5.38,1.25,3.12,0.25,0.0,0.0,7.0,8.43,1.43,3.29,0.86,0.29,0.0,7.0,7.57,0.86,3.0,1.0,0.14,0.0,7.0,6.14,1.43,3.71,0.86,0.43,0.0,6.0,7.33,2.17,4.33,1.33,0.33,0.0,5.0,1.8,1.8,1.0,0.0,0.0,0.0
Jimmy Butler III,2023-24,8.0,18.75,4.0,4.25,0.88,0.25,0.0,7.0,15.86,4.14,3.86,1.43,0.71,0.0,13.0,22.31,5.69,5.38,1.0,0.0,0.0,12.0,21.92,4.5,5.42,1.5,0.08,0.0,11.0,21.82,6.55,5.27,1.64,0.45,0.0,9.0,21.33,6.33,4.89,1.44,0.44,0.0
Jamal Cain,2023-24,4.0,3.25,1.75,0.5,0.0,0.25,0.0,6.0,6.0,2.67,0.33,1.0,0.0,0.0,6.0,2.83,0.67,0.17,0.33,0.33,0.0,2.0,4.5,1.5,0.5,0.5,0.5,0.0,2.0,2.5,0.5,2.0,0.0,0.5,0.0,6.0,2.83,1.0,0.0,0.17,0.0,0.0
